UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
165015,1,2,R,989539,R,2085013,R,550,R,153931,R,292027,R,11477,R,159978,R,1154947,R,2537568,R,3692515,R,13417,R,812985,R,826402,1,R,10392,R,7710,1,R,78.94,R,27.5,R,17.16,R,11.6,R,22.68,R,0,R,4588040,1,R,1197397,R,620271,R,3628084,R,269964,R,4518319,R,87879,R,886265,R,974144,R,11277900,10080503
165024,1,2,R,249071,R,55287,R,210,R,5689,R,45288,R,1398,R,65332,R,256158,R,166117,R,422275,R,8845,R,26119,R,34964,1,R,3018,R,8981,1,R,27,R,8,R,2,R,11,R,6,R,0,R,1407081,1,R,562832,R,36881,R,867701,R,189859,R,1094441,R,1502,R,48471,R,49973,R,3114327,2551495
165033,1,2,R,48220,R,69477,R,105,R,4539,R,121215,R,397,R,45036,R,53156,R,235833,R,288989,R,2572,R,40850,R,43422,1,R,496,R,224,1,R,14,R,6,R,0,R,6,R,2,R,3,R,644701,2,Z,0,R,14220,R,115865,R,9229,R,139314,R,0,R,361215,R,361215,R,1145230,1145230
165112,1,2,R,23983,R,746031,R,160,R,219,R,110007,R,25,R,76585,R,24227,R,932783,R,957010,R,640,R,68748,R,69388,1,R,1655,R,146,1,R,9,R,5,R,0,R,4,R,0,R,0,R,577191,2,Z,0,R,12986,R,279589,R,2081,R,294656,R,0,R,14685,R,14685,R,886532,886532
165167,1,1,A,,R,5,R,60,A,,R,2,A,,R,5,A,,R,72,R,72,A,,R,171006,R,171006,2,A,,A,,1,R,3,R,3,R,0,R,0,R,0,R,0,R,102972,1,R,32697,R,0,R,244048,R,0,R,244048,R,0,R,0,R,0,R,379717,347020
165194,1,2,R,44021,R,346088,R,111,R,2752,R,72027,R,442,R,37479,R,47215,R,455705,R,502920,R,1305,R,78204,R,79509,1,R,3172,R,1013,1,R,7.03,R,3.13,R,1,R,2.74,R,0.16,R,0,R,495611,1,R,1349,R,29068,R,86514,R,7168,R,122750,R,3471,R,36144,R,39615,R,659325,657976
165264,1,2,R,2971,R,556,R,74,R,57,R,0,R,12,R,141,R,3040,R,771,R,3811,R,615,R,22382,R,22997,1,R,0,R,32,1,R,11,R,1,R,0,R,6,R,4,R,0,R,98241,1,R,19648,R,21504,R,20000,R,14972,R,56476,R,0,R,0,R,0,R,174365,154717
165334,1,2,R,350405,R,969124,R,173,R,2737,R,131061,R,10075,R,52365,R,363217,R,1152723,R,1515940,R,2940,R,55984,R,58924,1,R,4945,R,5151,1,R,20.5,R,12,R,0,R,2.5,R,6,R,2,R,1068816,1,R,209836,R,76791,R,1579026,R,19,R,1655836,R,6079,R,19561,R,25640,R,2960128,2750292
165495,2,2,R,4923,R,0,R,0,R,21,R,25,R,7,R,0,R,4951,R,25,R,4976,R,100,R,1,R,101,2,A,,A,,1,R,0.5,R,0.5,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
165529,1,2,R,54370,R,307758,R,105,R,2581,R,47262,R,0,R,80925,R,56951,R,436050,R,493001,R,1360,R,976,R,2336,1,R,47,R,376,1,R,11,R,5,R,1,R,1,R,4,R,0,R,941273,1,R,198011,R,9797,R,64092,R,348999,R,422888,R,0,R,106474,R,106474,R,1668646,1470635
165574,1,2,R,26203,R,121075,R,59,R,659,R,2948,R,0,R,3932,R,26862,R,128014,R,154876,R,2905,R,1819,R,4724,1,R,3477,R,1084,1,R,20,R,3,R,1,R,0,R,16,R,0,R,254976,2,Z,0,R,1028,R,68217,R,17593,R,86838,R,0,R,27085,R,27085,R,368899,368899
165644,1,2,R,92919,R,500060,R,128,R,1919,R,121418,R,474,R,169076,R,95312,R,790682,R,885994,R,2209,R,9983,R,12192,1,R,1060,R,353,1,R,6.25,R,1,R,0,R,0.75,R,4.5,R,0,R,138199,1,R,24469,R,1936,R,160159,R,1280,R,163375,R,102,R,29748,R,29850,R,355893,331424
165662,1,2,R,145039,R,263861,R,119,R,18950,R,101940,R,750,R,236922,R,164739,R,602842,R,767581,R,6683,R,430689,R,437372,1,R,769,R,1754,1,R,25.67,R,13,R,1,R,4,R,7.67,R,0,R,1127474,2,Z,0,R,87800,R,481874,R,37606,R,607280,R,41414,R,217463,R,258877,R,1993631,1993631
165671,1,2,R,62072,R,489230,R,40,R,1260,R,80817,R,26,R,144957,R,63358,R,715044,R,778402,R,2998,R,263058,R,266056,1,R,372,R,428,1,R,12.1,R,8.9,R,0,R,0,R,3.2,R,0,R,586340,1,R,166425,R,48127,R,474121,R,5266,R,527514,R,5512,R,6028,R,11540,R,1291819,1125394
165699,1,2,R,97020,R,253720,R,231,R,944,R,12370,R,32,R,151659,R,97996,R,417980,R,515976,R,4188,R,140242,R,144430,1,R,5019,R,2452,1,R,9.54,R,5.56,R,1,R,0.58,R,2.4,R,0,R,608147,2,Z,0,R,66409,R,293117,R,0,R,359526,R,3969,R,48009,R,51978,R,1019651,1019651
165802,1,2,R,24001,R,8969,R,100,R,4580,R,357483,R,0,R,0,R,28581,R,366552,R,395133,R,8757,R,1423,R,10180,1,R,129,R,46,1,R,3.3,R,2,R,0,R,0,R,1.3,R,0,R,153307,1,R,44642,R,11437,R,179440,R,8158,R,199035,R,0,R,0,R,0,R,396984,352342
165820,1,2,R,171401,R,526706,R,209,R,970,R,69407,R,1355,R,150466,R,173726,R,746788,R,920514,R,2440,R,155439,R,157879,1,R,1323,R,1479,1,R,20.15,R,8,R,6,R,2.18,R,3.97,R,0,R,1099726,2,Z,0,R,95663,R,535149,R,5800,R,636612,R,0,R,158020,R,158020,R,1894358,1894358
165866,1,2,R,119579,R,491155,R,156,R,1441,R,92087,R,783,R,246278,R,121803,R,829676,R,951479,R,9138,R,47517,R,56655,1,R,12877,R,3031,1,R,24.09,R,9.96,R,0,R,9.48,R,4.65,R,0,R,1364422,2,Z,0,R,18272,R,340769,R,0,R,359041,R,0,R,117601,R,117601,R,1841064,1841064
165884,2,1,A,,R,190065,R,47,A,,R,0,A,,R,14325,A,,R,204437,R,204437,A,,R,336,R,336,1,R,0,R,0,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
165936,1,2,R,135604,R,383176,R,92,R,6769,R,190501,R,179,R,58379,R,142552,R,632148,R,774700,R,5461,R,8232,R,13693,1,R,7425,R,685,1,R,8.5,R,4,R,0,R,2.5,R,2,R,0,R,398560,1,R,121248,R,36369,R,187640,R,0,R,224009,R,0,R,51137,R,51137,R,794954,673706
165945,1,2,R,269435,R,1500000,R,256,R,876,R,79300,R,325,R,61000,R,270636,R,1640556,R,1911192,R,11752,R,163541,R,175293,1,R,377,R,232,1,R,14,R,3,R,2,R,0,R,9,R,4,R,326298,1,R,54491,R,62563,R,0,R,124883,R,187446,R,0,R,601590,R,601590,R,1169825,1115334
165981,1,2,R,37514,R,425856,R,114,R,681,R,82585,R,44,R,51834,R,38239,R,560389,R,598628,R,3292,R,2779,R,6071,1,R,3077,R,450,1,R,6.85,R,4.35,R,0,R,1.2,R,1.3,R,0,R,367552,2,Z,0,R,11030,R,39192,R,3988,R,54210,R,1270,R,39533,R,40803,R,462565,462565
166018,1,2,R,259135,R,417229,R,157,R,11473,R,167742,R,17462,R,81078,R,288070,R,666206,R,954276,R,4954,R,37809,R,42763,1,R,4880,R,2515,1,R,14.02,R,4,R,0,R,6.65,R,3.37,R,1,R,644860,1,R,187515,R,24702,R,208293,R,21588,R,254583,R,0,R,94718,R,94718,R,1181676,994161
166027,1,2,R,14790270,R,3241220,R,1778,R,655647,R,758848,R,607861,R,423153,R,16053778,R,4424999,R,20478777,R,201273,R,587779,R,789052,1,R,25460,R,91127,1,R,900.78,R,399.8,R,85.84,R,283,R,132.14,R,29,R,61153169,1,R,23819750,R,17425125,R,23239770,R,4810637,R,45475532,R,661049,R,41635909,R,42296958,R,172745409,148925659
166045,2,2,R,16407,R,286000,R,8,R,20,R,0,R,37,R,51131,R,16464,R,337139,R,353603,R,419,R,1660,R,2079,1,R,1,R,32,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
166054,1,2,R,59737,R,7569,R,89,R,3611,R,1230,R,2846,R,164859,R,66194,R,173747,R,239941,R,1807,R,12478,R,14285,1,R,346,R,120,1,R,5.7,R,2.5,R,0,R,0,R,3.2,R,0,R,264058,1,R,71434,R,14757,R,34821,R,11779,R,61357,R,5168,R,278035,R,283203,R,680052,608618
166124,1,2,R,408801,R,487554,R,203,R,23483,R,318975,R,7160,R,113582,R,439444,R,920314,R,1359758,R,6922,R,306135,R,313057,1,R,2619,R,2726,1,R,46.38,R,20,R,0,R,14.38,R,12,R,3,R,1766263,1,R,643178,R,371613,R,1592705,R,52936,R,2017254,R,14167,R,236304,R,250471,R,4677166,4033988
166133,1,2,R,35015,R,80831,R,104,R,2767,R,106355,R,0,R,65539,R,37782,R,252829,R,290611,R,936,R,77171,R,78107,1,R,196,R,90,1,R,10,R,3,R,1,R,4,R,2,R,0,R,605364,2,Z,0,R,4085,R,77827,R,2243,R,84155,R,0,R,28056,R,28056,R,717575,717575
166391,1,2,R,24726,R,255778,R,107,R,1897,R,45427,R,19,R,137193,R,26642,R,438505,R,465147,R,7541,R,16673,R,24214,1,R,6146,R,2087,1,R,8.04,R,4,R,0,R,0,R,4.04,R,0,R,299283,2,Z,0,R,14298,R,210357,R,3378,R,228033,R,0,R,22529,R,22529,R,549845,549845
166407,1,2,R,186,R,91,Z,0,R,0,R,0,R,3,R,49,R,189,R,140,R,329,R,180,R,525,R,705,1,R,169,R,19,1,R,1.6,R,1,R,0,R,0.6,R,0,R,0,R,96000,2,Z,0,R,4000,R,123150,R,250,R,127400,R,200,R,0,R,200,R,223600,223600
166452,1,2,R,73716,R,263681,R,98,R,1332,R,91645,R,331,R,74272,R,75379,R,429696,R,505075,R,1562,R,145502,R,147064,1,R,837,R,518,1,R,10.8,R,4,R,4.5,R,0,R,2.3,R,1,R,568218,1,R,162307,R,42628,R,451566,R,17624,R,511818,R,21500,R,57558,R,79058,R,1321401,1159094
166489,1,2,R,22857,R,57,R,6,R,10703,R,2108,R,333,R,0,R,33893,R,2171,R,36064,R,539,R,2241,R,2780,1,R,21,R,54,1,R,1.25,R,1,R,0,R,0,R,0.25,R,0,R,81953,1,R,10742,R,4158,R,21897,R,1799,R,27854,R,0,R,0,R,0,R,120549,109807
166513,1,2,R,219010,R,532001,R,249,R,11652,R,38647,R,14478,R,109162,R,245140,R,680059,R,925199,R,2016,R,76164,R,78180,1,R,2290,R,6381,1,R,32.02,R,10.21,R,2.72,R,6.6,R,12.49,R,2,R,752960,1,R,462157,R,6683,R,2860047,R,23251,R,2889981,R,11408,R,3395,R,14803,R,4119901,3657744
166629,1,2,R,2382983,R,1656354,R,599,R,347678,R,151236,R,55103,R,158771,R,2785764,R,1966960,R,4752724,R,45064,R,3977562,R,4022626,1,R,9969,R,14277,1,R,129.95,R,43.5,R,17.5,R,44,R,24.95,R,2,R,8517932,1,R,168905,R,1042513,R,7365638,R,469005,R,8877156,R,1166,R,1224997,R,1226163,R,18790156,18621251
166638,1,2,R,389046,R,862600,Z,0,R,4016,R,266697,R,8362,R,180946,R,401424,R,1310243,R,1711667,R,3865,R,779628,R,783493,1,R,5253,R,4705,1,R,35.05,R,15,R,7,R,7,R,6.05,R,0,R,2614421,1,R,1244,R,57652,R,3575283,R,11916,R,3644851,R,83358,R,268770,R,352128,R,6612644,6611400
166647,1,2,R,21371,R,581136,R,94,R,95,R,85813,R,24,R,50192,R,21490,R,717235,R,738725,R,1081,R,7793,R,8874,1,R,19,R,134,1,R,6,R,4,R,1,R,1,R,0,R,2,R,369243,2,Z,0,R,6082,R,76794,R,500,R,83376,R,0,R,0,R,0,R,452619,452619
166656,1,2,R,15000,R,515000,R,184,R,645,R,85500,R,4,R,42000,R,15649,R,642684,R,658333,R,896,R,222524,R,223420,1,R,333,R,1095,1,R,22.5,R,13,R,0.5,R,3,R,6,R,2,R,1628321,1,R,483943,R,150000,R,1103000,R,38000,R,1291000,R,10000,R,113400,R,123400,R,3526664,3042721
166674,1,2,R,92636,R,251779,R,23,R,4762,R,57087,R,855,R,11721,R,98253,R,320610,R,418863,R,9748,R,30982,R,40730,1,R,1079,R,1374,1,R,14,R,6,R,1,R,4.5,R,2.5,R,0,R,896093,2,Z,0,R,39265,R,64237,R,60,R,103562,R,7591,R,59582,R,67173,R,1066828,1066828
166683,1,2,R,1432715,R,2264383,R,340,R,2399592,R,175985,R,52380,R,204793,R,3884687,R,2645501,R,6530188,R,54728,R,5838524,R,5893252,1,R,6991,R,18970,1,R,164,R,28,R,69,R,54,R,13,R,4,R,13941799,1,R,3079578,R,2690110,R,8805104,R,335119,R,11830333,R,0,R,3906178,R,3906178,R,32757888,29678310
166692,1,2,R,29890,R,325149,R,169,R,766,R,46335,R,93,R,135309,R,30749,R,506962,R,537711,R,5610,R,45316,R,50926,1,R,1014,R,588,1,R,4.35,R,2,R,0.35,R,1.95,R,0.05,R,0,R,245112,2,Z,0,R,98292,R,158628,R,0,R,256920,R,0,R,28661,R,28661,R,530693,530693
166708,1,2,R,24642,R,39529,R,144,R,344,R,0,R,5815,R,17439,R,30801,R,57112,R,87913,R,634,R,874294,R,874928,1,R,2045,R,1979,1,R,29.05,R,22.6,R,2,R,4.45,R,0,R,0,R,2146336,1,R,719382,R,48471,R,4209169,R,22999,R,4280639,R,1286,R,363625,R,364911,R,7511268,6791886
166717,1,2,R,760,R,255468,R,100,R,375,R,7351,R,0,R,90832,R,1135,R,353751,R,354886,R,1513,R,61207,R,62720,1,R,3,R,856,1,R,4.5,R,1,R,0.5,R,0,R,3,R,0,R,202687,1,R,20471,R,124545,R,335753,R,0,R,460298,R,0,R,0,R,0,R,683456,662985
166823,1,2,R,27753,R,614958,R,88,R,584,R,39391,R,0,R,30613,R,28337,R,685050,R,713387,R,1033,R,59783,R,60816,1,R,146,R,245,1,R,9.75,R,5.5,R,4.25,R,0,R,0,R,1,R,622174,1,R,16544,R,66738,R,62835,R,2549,R,132122,R,0,R,66941,R,66941,R,837781,821237
166850,1,2,R,89027,R,228074,R,141,R,2633,R,105592,R,27,R,101285,R,91687,R,435092,R,526779,R,2567,R,18872,R,21439,1,R,4224,R,633,1,R,16.45,R,5,R,0,R,9,R,2.45,R,0,R,488365,1,R,124462,R,38137,R,528163,R,6752,R,573052,R,0,R,100539,R,100539,R,1286418,1161956
166869,1,2,R,996,R,46599,R,88,R,351,R,565,Z,0,R,35670,R,1347,R,82922,R,84269,R,102,R,349757,R,349859,1,R,0,R,1851,1,R,3.4,R,2.9,R,0,R,0,R,0.5,R,0,R,306552,1,R,106342,R,3062,R,161254,R,21742,R,186058,R,0,R,66315,R,66315,R,665267,558925
166887,1,2,R,36558,R,583048,R,118,R,2798,R,317547,R,41,R,200498,R,39397,R,1101211,R,1140608,R,1106,R,35229,R,36335,1,R,99,R,200,1,R,10.11,R,6.62,R,3.49,R,0,R,0,R,1,R,626120,1,R,233965,R,18541,R,109674,R,0,R,128215,R,0,R,53548,R,53548,R,1041848,807883
166911,1,2,R,11993,R,116436,R,67,R,718,R,0,R,26,R,141,R,12737,R,116644,R,129381,R,2217,R,148,R,2365,1,R,1132,R,75,1,R,2,R,1,R,0,R,0,R,1,R,0,R,82900,2,Z,0,R,4371,R,11000,R,17929,R,33300,R,0,R,2650,R,2650,R,118850,118850
166939,1,2,R,695705,R,1404142,R,279,R,11233,R,126744,R,43379,R,147705,R,750317,R,1678870,R,2429187,R,43286,R,376144,R,419430,1,R,3319,R,3867,1,R,27.07,R,9.4,R,3.45,R,7.65,R,6.57,R,1,R,1506908,2,Z,0,R,400610,R,1537545,R,29754,R,1967909,R,2073,R,471251,R,473324,R,3948141,3948141
166957,1,2,R,34022,R,504583,R,77,R,280,R,94530,R,17,R,12664,R,34319,R,611854,R,646173,R,1410,R,3284,R,4694,1,R,2196,R,359,1,R,5,R,4,R,1,R,0,R,0,R,0,R,438113,1,R,856,R,10654,R,75863,R,15099,R,101616,R,0,R,2897,R,2897,R,543482,542626
167057,1,2,R,113954,R,325779,R,32,R,56863,R,446403,R,962,R,11773,R,171779,R,783987,R,955766,R,10773,R,22630,R,33403,1,R,177,R,270,1,R,37,R,5,R,0,R,3,R,29,R,0,R,592138,1,R,104542,R,37426,R,82995,R,0,R,120421,R,17738,R,61702,R,79440,R,896541,791999
167093,1,2,R,4465,R,247581,R,22,R,258,R,0,R,321,R,66310,R,5044,R,313913,R,318957,R,427,R,21138,R,21565,1,R,142,R,415,1,R,4,R,2,R,0,R,1,R,1,R,0,R,208452,1,R,54173,R,14044,R,197588,R,20502,R,232134,R,0,R,40461,R,40461,R,535220,481047
167215,1,2,R,43356,R,67646,R,109,R,2227,R,63,R,2632,R,12848,R,48215,R,80666,R,128881,R,6149,R,170658,R,176807,1,R,25,R,107,1,R,9.61,R,5,R,0,R,1.79,R,2.82,R,0,R,599476,1,R,187793,R,31007,R,356286,R,5334,R,392627,R,3535,R,114256,R,117791,R,1297687,1109894
167260,1,2,R,24426,R,255831,R,39,R,116,R,75,R,5,R,5,R,24547,R,255950,R,280497,R,1471,R,14762,R,16233,1,R,106,R,110,1,R,4.5,R,1,R,0,R,0.5,R,3,R,0,R,92000,1,R,17565,R,2823,R,108060,R,2291,R,113174,R,0,R,106099,R,106099,R,328838,311273
167288,1,2,R,121016,R,240027,R,59,R,3180,R,34205,R,92,R,81879,R,124288,R,356170,R,480458,R,2391,R,62834,R,65225,1,R,787,R,587,1,R,10,R,2.5,R,1,R,5.5,R,1,R,0,R,528518,1,R,198048,R,12317,R,88167,R,95,R,100579,R,0,R,46834,R,46834,R,873979,675931
167312,1,2,R,50247,R,315565,R,65,R,1807,R,113000,R,1155,R,58884,R,53209,R,487514,R,540723,R,880,R,49793,R,50673,1,R,261,R,433,1,R,19,R,9,R,0,R,4,R,6,R,1,R,1602860,2,Z,0,R,28567,R,87891,R,33527,R,149985,R,0,R,13351,R,13351,R,1766196,1766196
167358,1,2,R,692474,R,1577556,R,483,R,114179,R,244157,R,3830,R,217186,R,810483,R,2039382,R,2849865,R,26824,R,6675412,R,6702236,1,R,8597,R,6307,1,R,95,R,56,R,22,R,17,R,0,R,1,R,7534994,1,R,2200090,R,642686,R,9319921,R,225345,R,10187952,R,0,R,1933850,R,1933850,R,21856886,19656796
167376,1,2,R,37370,R,118706,R,74,R,2300,R,83804,R,40,R,43328,R,39710,R,245912,R,285622,R,1511,R,48040,R,49551,1,R,245,R,139,1,R,11.05,R,5.85,R,4,R,0.8,R,0.4,R,1,R,728945,2,Z,0,R,23637,R,62821,R,610,R,87068,R,11065,R,63675,R,74740,R,890753,890753
167394,1,2,R,31775,R,596312,R,137,R,186,R,52677,R,122,R,185101,R,32083,R,834227,R,866310,R,497,R,20334,R,20831,1,R,177,R,495,1,R,21.5,R,2,R,3.5,R,1,R,15,R,0,R,287976,1,R,43422,R,5139,R,224558,R,5538,R,235235,R,970,R,46906,R,47876,R,614509,571087
167464,2,2,R,49564,Z,0,R,2,R,350,Z,0,R,20000,Z,0,R,69914,R,2,R,69916,R,800,R,30,R,830,1,R,5,R,7,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
167525,1,2,R,10614,R,714086,R,70,R,0,R,38171,R,9,R,156907,R,10623,R,909234,R,919857,R,1136,R,23225,R,24361,1,R,360,R,54,1,R,5.5,R,2.5,R,0,R,0,R,3,R,1,R,190964,2,Z,0,R,8000,R,83933,R,350,R,92283,R,0,R,36036,R,36036,R,319283,319283
167534,1,2,R,44940,R,116453,R,66,R,896,R,81867,R,17,R,107306,R,45853,R,305692,R,351545,R,1806,R,45080,R,46886,1,R,600,R,400,1,R,9,R,4,R,1,R,4,R,0,R,1,R,710146,1,R,978,R,10363,R,119643,R,1063,R,131069,R,0,R,0,R,0,R,842193,841215
167598,1,2,R,48985,R,269077,R,94,R,1649,R,40793,R,11,R,1385,R,50645,R,311349,R,361994,R,1681,R,14112,R,15793,1,R,8581,R,5925,1,R,13.1,R,5,R,4.1,R,0,R,4,R,0,R,476810,1,R,99049,R,11281,R,373020,R,23362,R,407663,R,8515,R,32388,R,40903,R,1024425,925376
167631,1,2,R,24995,R,559133,R,72,R,776,R,104260,R,2,R,138851,R,25773,R,802316,R,828089,R,1828,R,30495,R,32323,1,R,140,R,50,1,R,9.06,R,4,R,0,R,4,R,1.06,R,0,R,441615,2,Z,0,R,33000,R,91000,R,0,R,124000,R,1000,R,56112,R,57112,R,622727,622727
167729,1,2,R,218295,R,648092,R,460,R,15407,R,357424,R,1750,R,100745,R,235452,R,1106721,R,1342173,R,2588,R,218615,R,221203,1,R,9664,R,4215,1,R,25,R,12,R,2,R,8.5,R,2.5,R,0,R,1844254,2,Z,0,R,91648,R,961834,R,104951,R,1158433,R,3000,R,66518,R,69518,R,3072205,3072205
167783,1,2,R,147391,R,259993,R,132,R,748,R,4878,R,124,R,140016,R,148263,R,405019,R,553282,R,4639,R,147589,R,152228,1,R,176,R,2515,1,R,17.6,R,10,R,0,R,4,R,3.6,R,0,R,928398,1,R,247853,R,55208,R,1084446,R,0,R,1139654,R,0,R,211664,R,211664,R,2527569,2279716
167792,1,2,R,71159,R,271128,R,28,R,4116,R,328003,R,61,R,62573,R,75336,R,661732,R,737068,R,1762,R,5442,R,7204,1,R,0,R,314,1,R,6,R,5,R,0,R,0.5,R,0.5,R,0,R,312246,2,Z,0,R,8051,R,59680,R,36258,R,103989,R,0,R,7709,R,7709,R,423944,423944
167835,1,2,R,1069686,R,1653386,R,549,R,42713,R,119872,R,50052,R,220695,R,1162451,R,1994502,R,3156953,R,15367,R,119739,R,135106,1,R,9025,R,10529,1,R,54.33,R,27.7,R,5,R,21.63,R,0,R,2,R,3943265,2,Z,0,R,642903,R,3571043,R,187837,R,4401783,R,0,R,961681,R,961681,R,9306729,9306729
167899,1,2,R,29212,R,488936,R,105,R,985,R,116047,R,204,R,73603,R,30401,R,678691,R,709092,R,1687,R,186038,R,187725,1,R,3151,R,2808,1,R,17.04,R,9,R,0,R,5,R,3.04,R,0,R,907582,2,Z,0,R,44859,R,775381,R,6939,R,827179,R,13324,R,139333,R,152657,R,1887418,1887418
167905,1,2,R,20560,R,69600,R,93,R,280,R,71024,R,780,R,51002,R,21620,R,191719,R,213339,R,1603,R,22184,R,23787,1,R,165,R,38,1,R,9,R,4,R,3,R,2,R,0,R,0,R,495289,2,Z,0,R,4400,R,120000,R,5000,R,129400,R,400,R,0,R,400,R,625089,625089
167987,1,2,R,204465,R,403859,R,134,R,5843,R,23099,R,4616,R,166073,R,214924,R,593165,R,808089,R,7550,R,17136,R,24686,1,R,2458,R,3084,1,R,22.6,R,9,R,0,R,10,R,3.6,R,1,R,2154416,1,R,850994,R,77571,R,1494680,R,77749,R,1650000,R,0,R,265000,R,265000,R,4920410,4069416
167996,1,2,R,164822,R,345647,R,68,R,718939,R,39882,R,3805,R,153063,R,887566,R,538660,R,1426226,R,3162,R,16883,R,20045,1,R,524,R,1135,1,R,15.76,R,8,R,0,R,4,R,3.76,R,3,R,753881,2,Z,0,R,36526,R,415192,R,2189,R,453907,R,0,R,277604,R,277604,R,1485392,1485392
168005,1,2,R,181355,R,376690,R,223,R,119566,R,66607,R,2292,R,92393,R,303213,R,535913,R,839126,R,8651,R,196859,R,205510,1,R,1630,R,1245,1,R,44.99,R,16,R,1.75,R,13.74,R,13.5,R,2,R,2386231,2,Z,0,R,317037,R,1715156,R,9833,R,2042026,R,634,R,77970,R,78604,R,4506861,4506861
168148,1,2,R,830881,R,1852917,R,997,R,45857,R,361593,R,13771,R,137165,R,890509,R,2352672,R,3243181,R,41544,R,421543,R,463087,1,R,19200,R,7949,1,R,131.9,R,58,R,0,R,36.33,R,37.57,R,6,R,7457470,1,R,2176544,R,1715817,R,10732651,R,246678,R,12695146,R,46858,R,640150,R,687008,R,23016168,20839624
168218,1,2,R,634346,R,1496903,R,349,R,30199,R,245566,R,8399,R,138413,R,672944,R,1881231,R,2554175,R,8707,R,307321,R,316028,1,R,7222,R,7455,1,R,52,R,20,R,11,R,0,R,21,R,2,R,2461107,2,Z,0,R,121539,R,1225037,R,60587,R,1407163,R,101715,R,418668,R,520383,R,4388653,4388653
168227,1,2,R,36091,R,461218,R,119,R,1936,R,128925,R,289,R,110195,R,38316,R,700457,R,738773,R,4927,R,179734,R,184661,1,R,709,R,715,1,R,21.2,R,10.2,R,2,R,1,R,8,R,0,R,906646,1,R,254073,R,53667,R,496600,R,76318,R,626585,R,4500,R,0,R,4500,R,1791804,1537731
168254,1,2,R,145256,R,575821,R,176,R,9603,R,85544,R,4035,R,124763,R,158894,R,786304,R,945198,R,5657,R,58595,R,64252,1,R,1205,R,1420,1,R,20.83,R,9,R,0,R,6.6,R,5.23,R,1,R,939583,1,R,255463,R,49919,R,1076407,R,83546,R,1209872,R,2054,R,303250,R,305304,R,2710222,2454759
168263,1,2,R,135107,R,340107,R,214,R,3992,R,171502,R,604,R,86425,R,139703,R,598248,R,737951,R,2086,R,157299,R,159385,1,R,528,R,924,1,R,20.5,R,8.5,R,0,R,6,R,6,R,0,R,1120272,2,Z,0,R,45700,R,573199,R,62096,R,680995,R,1000,R,77708,R,78708,R,1879975,1879975
168281,1,2,R,275699,R,151592,R,89,R,8345,R,112857,R,2473,R,42717,R,286517,R,307255,R,593772,R,4693,R,114238,R,118931,1,R,1974,R,1166,1,R,23.41,R,9,R,2,R,5.43,R,6.98,R,0,R,1265044,2,Z,0,R,58408,R,736644,R,1846,R,796898,R,2093,R,365531,R,367624,R,2429566,2429566
168342,1,2,R,672074,R,1163938,R,239,R,29801,R,176478,R,10357,R,114486,R,712232,R,1455141,R,2167373,R,15923,R,249491,R,265414,1,R,5668,R,7692,1,R,50.74,R,15,R,3,R,20.74,R,12,R,2,R,2381291,2,Z,0,R,713931,R,1972747,R,0,R,2686678,R,50046,R,719965,R,770011,R,5837980,5837980
168421,1,2,R,189317,R,1924524,R,315,R,6031,R,284486,R,4630,R,287117,R,199978,R,2496442,R,2696420,R,2356,R,532008,R,534364,1,R,2640,R,1604,1,R,22.66,R,19.15,R,0,R,0,R,3.51,R,0,R,1411230,1,R,339916,R,232627,R,2476676,R,36875,R,2746178,R,16647,R,272995,R,289642,R,4786966,4447050
168430,1,2,R,131473,R,284259,R,416,R,3667,R,138466,R,206,R,93179,R,135346,R,516320,R,651666,R,4143,R,148563,R,152706,1,R,1218,R,1005,1,R,16,R,6,R,7,R,1.6,R,1.4,R,0,R,971574,2,Z,0,R,77832,R,479104,R,14160,R,571096,R,1986,R,66476,R,68462,R,1611132,1611132
