UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
183804,1,2,R,229000,R,0,R,13,R,24450,R,95419,R,0,R,0,R,253450,R,95432,R,348882,R,0,R,635000,R,635000,2,A,,A,,1,R,7.7,R,3.79,R,0,R,1.41,R,2.5,R,8,R,433979,1,R,147868,R,89654,R,0,R,0,R,89654,R,0,R,361415,R,361415,R,1032916,885048
183822,1,2,R,37223,R,29442,R,47,R,810,R,8885,R,0,R,0,R,38033,R,38374,R,76407,R,180,R,85,R,265,1,R,26,R,46,1,R,11,R,1,R,1,R,3,R,6,R,0,R,151000,1,R,40000,R,550,R,48000,R,1000,R,49550,R,0,R,0,R,0,R,240550,200550
183859,1,2,R,58244,R,6248,R,108,R,2520,R,43347,R,245,R,104949,R,61009,R,154652,R,215661,R,2632,R,217482,R,220114,1,R,123,R,95,1,R,21,R,7,R,1,R,8,R,5,R,0,R,1069647,2,Z,0,R,75897,R,159745,R,0,R,235642,R,0,R,61573,R,61573,R,1366862,1366862
183877,1,2,R,18042,R,240849,R,53,R,1251,R,121976,R,65,R,29,R,19358,R,362907,R,382265,R,1238,R,62155,R,63393,1,R,51,R,19,1,R,8.76,R,5.42,R,0,R,2.14,R,1.2,R,0,R,322550,2,Z,0,R,33714,R,162285,R,194,R,196193,R,0,R,15354,R,15354,R,534097,534097
183910,1,2,R,131106,R,312722,R,112,R,1096,R,85522,R,421,R,69884,R,132623,R,468240,R,600863,R,3891,R,146953,R,150844,1,R,865,R,899,1,R,10.86,R,4,R,1,R,3,R,2.86,R,0,R,389552,2,Z,0,R,9536,R,308204,R,5911,R,323651,R,3750,R,20251,R,24001,R,737204,737204
183938,1,2,R,21083,R,320433,R,45,R,1654,R,1543,R,10,R,36395,R,22747,R,358416,R,381163,R,2775,R,31805,R,34580,1,R,1,R,4,1,R,6,R,4,R,0,R,2,R,0,R,0,R,343112,2,Z,0,R,8384,R,97587,R,599,R,106570,R,0,R,16729,R,16729,R,466411,466411
183974,1,2,R,31978,R,295510,R,132,R,982,R,157275,R,13,R,162773,R,32973,R,615690,R,648663,R,1894,R,51867,R,53761,1,R,71,R,467,1,R,11.8,R,3.5,R,3.5,R,0,R,4.8,R,0,R,312975,2,Z,0,R,680,R,155362,R,1784,R,157826,R,5000,R,800,R,5800,R,476601,476601
184180,1,2,R,35408,R,23758,R,116,R,2024,R,2647,Z,0,R,2,R,37432,R,26523,R,63955,R,3701,R,273132,R,276833,1,R,81,R,99,1,R,9.97,R,5.42,R,0,R,4.42,R,0.13,R,0,R,623832,1,R,227488,R,65505,R,91503,R,1209,R,158217,R,718,R,55230,R,55948,R,1065485,837997
184205,1,2,R,32932,R,234441,R,187,R,4111,R,83658,R,28,R,0,R,37071,R,318286,R,355357,R,683,R,31959,R,32642,1,R,761,R,131,1,R,6.14,R,3.14,R,0,R,2,R,1,R,0,R,311329,2,Z,0,R,14828,R,43824,R,0,R,58652,R,0,R,11651,R,11651,R,381632,381632
184348,1,2,R,441037,R,793137,R,349,R,11884,R,67832,R,6583,R,42619,R,459504,R,903937,R,1363441,R,5034,R,118665,R,123699,1,R,1099,R,1668,1,R,37,R,7,R,4,R,1,R,25,R,0,R,1052383,2,Z,0,R,93690,R,712778,R,21008,R,827476,R,0,R,273000,R,273000,R,2152859,2152859
184481,1,2,R,66693,Z,0,R,76,R,50,Z,0,Z,0,Z,0,R,66743,R,76,R,66819,R,100,R,1900,R,2000,1,R,10,R,18,1,R,6,R,3,R,2,R,0,R,1,R,1,R,396720,1,R,142061,R,0,R,54960,R,14743,R,69703,R,0,R,0,R,0,R,608484,466423
184603,1,2,R,117103,R,254733,R,196,R,2663,R,40008,R,641,R,95142,R,120407,R,390079,R,510486,R,1037,R,102042,R,103079,1,R,1828,R,1480,1,R,41,R,6.5,R,0,R,7.5,R,27,R,0,R,789011,2,Z,0,R,60938,R,311162,R,575,R,372675,R,0,R,148247,R,148247,R,1309933,1309933
184612,1,2,R,51211,R,243293,R,64,R,126,R,76,R,0,R,124245,R,51337,R,367678,R,419015,R,125,R,35084,R,35209,1,R,122,R,58,1,R,7.52,R,2.74,R,0,R,2.56,R,2.22,R,1,R,318570,2,Z,0,R,16160,R,128871,R,455,R,145486,R,72,R,49297,R,49369,R,513425,513425
184694,1,2,R,103866,R,254733,R,196,R,2542,R,40008,R,632,R,95142,R,107040,R,390079,R,497119,R,1037,R,102042,R,103079,1,R,1828,R,1480,1,R,38.5,R,6,R,0,R,5.5,R,27,R,0,R,637194,2,Z,0,R,30992,R,207441,R,575,R,239008,R,0,R,71401,R,71401,R,947603,947603
184773,1,2,R,130788,R,21426,R,110,R,5112,R,81110,R,2760,R,70372,R,138660,R,173018,R,311678,R,4038,R,5357,R,9395,1,R,1170,R,254,1,R,13,R,5.5,R,7.5,R,0,R,0,R,0,R,455019,2,Z,0,R,45000,R,419609,R,0,R,464609,R,1080,R,74960,R,76040,R,995668,995668
184782,1,2,R,312078,R,1249799,R,365,R,7529,R,231867,R,2919,R,107933,R,322526,R,1589964,R,1912490,R,9008,R,834826,R,843834,1,R,7800,R,4186,1,R,66.5,R,17.5,R,9,R,34,R,6,R,2,R,5028123,2,Z,0,R,173708,R,3782041,R,1837129,R,5792878,R,4154,R,636711,R,640865,R,11461866,11461866
184791,1,2,R,27290,R,234218,R,34,R,2230,R,2,R,0,R,0,R,29520,R,234254,R,263774,R,19425,R,8387,R,27812,1,R,271,R,81,1,R,7.75,R,3.5,R,2,R,2,R,0.25,R,0,R,585152,2,Z,0,R,14880,R,64209,R,26177,R,105266,R,0,R,1646,R,1646,R,692064,692064
184959,1,2,R,17000,R,33000,Z,0,R,345,R,213,Z,0,Z,0,R,17345,R,33213,R,50558,R,5600,R,530,R,6130,2,A,,A,,1,R,2,R,1,R,0,R,1,R,0,R,2,R,120000,1,R,11250,R,25000,R,20000,R,1100,R,46100,R,0,R,13000,R,13000,R,190350,179100
184995,1,2,R,47846,R,13174,R,138,R,1815,R,1192,R,16,R,100570,R,49677,R,115074,R,164751,R,6826,R,79943,R,86769,2,A,,A,,1,R,29,R,10,R,0,R,14,R,5,R,1,R,1176283,1,R,289771,R,106631,R,186679,R,0,R,293310,R,0,R,69134,R,69134,R,1828498,1538727
185129,1,2,R,207000,R,300000,Z,0,R,3000,R,0,R,0,R,35000,R,210000,R,335000,R,545000,R,1280,R,5,R,1285,1,R,511,R,143,1,R,14,R,4,R,2,R,8,R,0,R,0,R,1157000,2,Z,0,R,1600,R,442400,R,0,R,444000,R,0,R,0,R,0,R,1601000,1601000
185262,1,2,R,166064,R,613464,R,271,R,0,R,0,R,0,R,68703,R,166064,R,682438,R,848502,R,1131,R,574816,R,575947,1,R,1014,R,324,1,R,26.5,R,3,R,7.5,R,2,R,14,R,0,R,1312233,2,Z,0,R,65492,R,1402275,R,16538,R,1484305,R,31200,R,300246,R,331446,R,3127984,3127984
185509,1,2,R,50832,R,236352,Z,0,R,581,R,83211,R,49,Z,0,R,51462,R,319563,R,371025,R,3380,R,1959434,R,1962814,1,R,97,R,114,1,R,12,R,5,R,2,R,4,R,1,R,2,R,860624,2,Z,0,R,48376,R,225181,R,83916,R,357473,R,0,R,11083,R,11083,R,1229180,1229180
185536,1,2,R,76581,R,330998,R,140,R,3555,R,83847,R,13,R,67,R,80149,R,415052,R,495201,R,4379,R,85975,R,90354,1,R,1068,R,804,1,R,18.57,R,7,R,2.5,R,8.05,R,1.02,R,0,R,934623,2,Z,0,R,90202,R,138559,R,100,R,228861,R,0,R,64770,R,64770,R,1228254,1228254
185572,1,2,R,272755,R,86738,R,241,R,1311,R,1431,R,94,R,107615,R,274160,R,196025,R,470185,R,1778,R,1823,R,3601,1,R,573,R,3608,1,R,16,R,4,R,2,R,6,R,4,R,1,R,1126105,2,Z,0,R,29034,R,838172,R,624,R,867830,R,6924,R,53110,R,60034,R,2053969,2053969
185590,1,2,R,500191,R,504591,R,279,R,68505,R,259609,R,2166,R,59702,R,570862,R,824181,R,1395043,R,10205,R,1005820,R,1016025,1,R,4147,R,3517,1,R,42.21,R,17,R,7,R,15,R,3.21,R,0,R,3090672,1,R,824742,R,296744,R,1524881,R,13732,R,1835357,R,482,R,988952,R,989434,R,6740205,5915463
185721,2,2,R,16000,R,30000,R,8,R,25,R,140,Z,0,Z,0,R,16025,R,30148,R,46173,R,450,R,250,R,700,2,A,,A,,1,R,3,R,1,R,0,R,2,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
185758,1,2,R,68107,R,603,R,5,R,34,R,0,R,858,R,0,R,68999,R,608,R,69607,R,592,R,5150,R,5742,1,R,20,R,7,1,R,5,R,2,R,1,R,0,R,2,R,1,R,206299,1,R,65342,R,13582,R,53239,R,4492,R,71313,R,0,R,30929,R,30929,R,373883,308541
185828,1,2,R,139553,R,274778,R,170,R,80534,R,38,R,4354,R,108620,R,224441,R,383606,R,608047,R,3037,R,706274,R,709311,1,R,1442,R,1693,1,R,32.23,R,16,R,0,R,8.26,R,7.97,R,1,R,2009644,1,R,658780,R,111142,R,1743023,R,138053,R,1992218,R,0,R,87704,R,87704,R,4748346,4089566
185873,1,2,R,56181,R,599384,R,119,R,4242,R,277639,R,107,R,132,R,60530,R,877274,R,937804,R,5619,R,600462,R,606081,1,R,223,R,212,1,R,14,R,5,R,3,R,6,R,0,R,0,R,755972,1,R,286966,R,31569,R,270192,R,0,R,301761,R,0,R,53955,R,53955,R,1398654,1111688
186034,1,2,R,59598,R,74306,R,112,R,985,R,218,Z,0,R,8,R,60583,R,74644,R,135227,R,1165,R,9559,R,10724,1,R,1384,R,6,1,R,5.5,R,3.7,R,1.8,R,0,R,0,R,2,R,860481,1,R,195614,R,0,R,131000,R,0,R,131000,R,0,R,0,R,0,R,1187095,991481
186122,1,2,R,697342,R,1738461,R,368,R,37417,R,30287,R,40421,R,50977,R,775180,R,1820093,R,2595273,R,29721,R,119000,R,148721,1,R,725,R,60,1,R,23,R,12,R,1,R,3.6,R,6.4,R,0,R,1780924,1,R,413392,R,603492,R,437304,R,240412,R,1281208,R,33776,R,345509,R,379285,R,3854809,3441417
186131,1,2,R,5564018,R,4523488,R,2210,R,394633,R,350793,R,157625,R,448905,R,6116276,R,5325396,R,11441672,R,100390,R,2440766,R,2541156,1,R,38263,R,49611,1,R,437,R,79,R,122,R,197,R,39,R,9,R,29387864,1,R,8261655,R,17124411,R,20800488,R,1423798,R,39348697,R,1260725,R,0,R,1260725,R,78258941,69997286
186186,2,2,R,29150,R,0,R,1,R,0,R,0,R,0,R,0,R,29150,R,1,R,29151,R,0,R,725,R,725,2,A,,A,,1,R,0.75,R,0,R,0,R,0,R,0.75,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
186201,1,2,R,168858,R,330782,R,106,R,4211,R,320,R,34,R,200,R,173103,R,331408,R,504511,R,3628,R,13428,R,17056,1,R,494,R,1226,1,R,25,R,8,R,0,R,8,R,9,R,0,R,961880,1,R,1161063,R,0,R,443764,R,71111,R,514875,R,769,R,17234,R,18003,R,2655821,1494758
186283,1,2,R,411165,R,264861,R,173,R,35693,R,233697,R,2134,R,543786,R,448992,R,1042517,R,1491509,R,30664,R,27061,R,57725,1,R,607,R,1607,1,R,13,R,7,R,1,R,5,R,0,R,0,R,1575268,2,Z,0,R,71809,R,750000,R,10000,R,831809,R,0,R,60000,R,60000,R,2467077,2467077
186371,1,2,R,285723,R,127281,R,47,R,7650,R,11637,R,8197,R,18488,R,301570,R,157453,R,459023,R,5462,R,374641,R,380103,1,R,1574,R,665,1,R,27.67,R,12,R,0,R,15.5,R,0.17,R,1,R,1680519,1,R,1562942,R,98721,R,1040246,R,2075,R,1141042,R,0,R,94605,R,94605,R,4479108,2916166
186380,1,2,R,1661563,R,1230827,R,456,R,270691,R,112531,R,58500,R,178784,R,1990754,R,1522598,R,3513352,R,53992,R,3622835,R,3676827,1,R,24239,R,15086,1,R,169.77,R,48,R,0,R,113.04,R,8.73,R,10,R,13579433,1,R,8498847,R,954649,R,10059331,R,20066,R,11034046,R,0,R,2715912,R,2715912,R,35828238,27329391
186399,1,2,R,345257,R,301359,R,112,R,116068,R,27553,R,15969,R,43774,R,477294,R,372798,R,850092,R,8825,R,887026,R,895851,1,R,1534,R,475,1,R,36.61,R,18,R,0,R,18.34,R,0.27,R,1,R,2240799,1,R,2045649,R,233739,R,2462956,R,4913,R,2701608,R,0,R,160258,R,160258,R,7148314,5102665
186432,1,2,R,141135,R,338936,R,80,R,28,R,32013,R,10,R,76681,R,141173,R,447710,R,588883,R,1397,R,82189,R,83586,1,R,105,R,116,1,R,11,R,4,R,1.5,R,2.5,R,3,R,0,R,542638,1,R,126908,R,49196,R,245904,R,0,R,295100,R,619,R,80228,R,80847,R,1045493,918585
186469,2,2,R,16260,R,60535,R,131,R,241,R,0,R,483,R,3463,R,16984,R,64129,R,81113,R,71,R,6426,R,6497,1,R,195,R,46,1,R,3.25,R,0.25,R,0,R,1.5,R,1.5,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
186584,1,2,R,473912,R,7469908,R,621,Z,0,R,88855,R,3930,R,468926,R,477842,R,8028310,R,8506152,R,33320,R,363571,R,396891,1,R,1033,R,745,1,R,61,R,18,R,4,R,17,R,22,R,2,R,2288526,1,R,867829,R,78790,R,407663,R,302974,R,789427,R,0,R,1116700,R,1116700,R,5062482,4194653
186618,1,2,R,42305,R,251684,R,80,R,0,R,32449,R,0,R,114867,R,42305,R,399080,R,441385,R,274,R,35539,R,35813,1,R,240,R,80,1,R,10,R,2,R,0,R,0,R,8,R,0,R,108000,2,Z,0,R,0,R,187518,R,0,R,187518,R,0,R,0,R,0,R,295518,295518
186645,1,2,R,61875,R,166072,R,73,R,3431,R,106716,R,94,R,65241,R,65400,R,338102,R,403502,R,2926,R,39239,R,42165,1,R,663,R,395,1,R,10,R,4.5,R,1,R,3.5,R,1,R,0,R,532120,2,Z,0,R,48157,R,242405,R,10203,R,300765,R,0,R,3842,R,3842,R,836727,836727
186867,1,2,R,56446,R,401995,R,73,R,0,R,0,R,898,R,157487,R,57344,R,559555,R,616899,R,640,R,560557,R,561197,1,R,205,R,1647,1,R,32,R,8,R,0,R,4,R,20,R,0,R,1125488,1,R,283707,R,6410,R,1169717,R,8593,R,1184720,R,45453,R,158775,R,204228,R,2798143,2514436
186876,1,2,R,159747,R,494493,R,149,R,8448,R,135180,R,2736,R,107774,R,170931,R,737596,R,908527,R,8197,R,418066,R,426263,1,R,1905,R,3108,1,R,27,R,6,R,5,R,13,R,3,R,0,R,1571357,2,Z,0,R,31750,R,190215,R,788000,R,1009965,R,0,R,86480,R,86480,R,2667802,2667802
186900,2,2,R,8975,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8975,R,0,R,8975,R,0,R,0,R,0,2,A,,A,,2,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
187134,1,2,R,509623,R,327234,R,131,R,49410,R,215474,R,7841,R,139599,R,566874,R,682438,R,1249312,R,7343,R,560016,R,567359,1,R,5405,R,4005,1,R,56.98,R,15.51,R,3,R,16.54,R,21.93,R,0,R,3317653,1,R,891272,R,260634,R,1650746,R,0,R,1911380,R,10627,R,181915,R,192542,R,6312847,5421575
187198,1,2,R,70252,R,491837,R,85,R,3818,R,125003,R,29,R,200089,R,74099,R,817014,R,891113,R,3110,R,126323,R,129433,1,R,0,R,37,1,R,11.5,R,7.5,R,2,R,2,R,0,R,3,R,680153,2,Z,0,R,519,R,207970,R,7238,R,215727,R,0,R,26577,R,26577,R,922457,922457
187444,1,2,R,224518,R,808204,R,130,R,7100,R,91091,R,118533,R,379838,R,350151,R,1279263,R,1629414,R,3041,R,75907,R,78948,1,R,6504,R,1683,1,R,37,R,11,R,3,R,13,R,10,R,0,R,2520108,2,Z,0,R,52346,R,970060,R,57240,R,1079646,R,0,R,168003,R,168003,R,3767757,3767757
187532,1,2,R,37026,R,322777,R,88,R,3073,R,43681,R,187,R,38420,R,40286,R,404966,R,445252,R,5365,R,215191,R,220556,1,R,118,R,139,1,R,33,R,8,R,0,R,10,R,15,R,5,R,889317,2,Z,0,R,45588,R,284455,R,0,R,330043,R,0,R,36450,R,36450,R,1255810,1255810
187596,1,2,R,12060,R,261636,R,92,R,97,R,0,R,78,R,9,R,12235,R,261737,R,273972,R,230,R,330,R,560,1,R,0,R,21,1,R,11,R,0,R,2,R,1,R,8,R,0,R,76459,1,R,20015,R,48140,R,86583,R,0,R,134723,R,3615,R,26094,R,29709,R,260906,240891
187620,1,2,R,11747,R,445400,R,87,R,2658,R,76907,R,44,R,1608,R,14449,R,524002,R,538451,R,735,R,19032,R,19767,1,R,106,R,77,1,R,11.77,R,3,R,0,R,4.61,R,4.16,R,3,R,337164,1,R,108157,R,7119,R,119423,R,0,R,126542,R,0,R,74224,R,74224,R,646087,537930
187639,1,2,R,47496,R,417356,R,98,R,1573,R,75,R,237,R,70562,R,49306,R,488091,R,537397,R,703,R,26495,R,27198,1,R,0,R,10,1,R,5,R,1,R,2,R,0,R,2,R,0,R,153681,2,Z,0,R,0,R,85744,R,0,R,85744,R,0,R,19681,R,19681,R,259106,259106
187648,1,2,R,367914,R,722962,R,142,R,13850,R,214921,R,56082,R,83499,R,437846,R,1021524,R,1459370,R,3876,R,651175,R,655051,1,R,766,R,877,1,R,29,R,9,R,1,R,4,R,15,R,1,R,521631,1,R,306047,R,96000,R,341157,R,88600,R,525757,R,20000,R,114880,R,134880,R,1488315,1182268
187666,1,2,R,24222,R,17182,R,149,R,259,R,3,R,31,R,29459,R,24512,R,46793,R,71305,R,105,R,134,R,239,1,R,239,R,23,1,R,4,R,0,R,2,R,2,R,0,R,0,R,227519,1,R,103748,R,1024,R,138,R,7464,R,8626,R,0,R,24721,R,24721,R,364614,260866
187745,1,2,R,39397,R,298594,R,92,R,4457,R,2877,R,201,R,42049,R,44055,R,343612,R,387667,R,3171,R,7882,R,11053,1,R,0,R,39,1,R,8.3,R,3,R,1,R,1.3,R,3,R,0,R,299945,1,R,63362,R,17518,R,29217,R,0,R,46735,R,357,R,22983,R,23340,R,433382,370020
187897,1,2,R,157011,R,611207,R,77,R,3831,R,0,R,156,R,0,R,160998,R,611284,R,772282,R,3687,R,2647,R,6334,1,R,834,R,934,1,R,23,R,6,R,0,R,10.5,R,6.5,R,0,R,860983,1,R,273544,R,67723,R,336009,R,0,R,403732,R,1399,R,127083,R,128482,R,1666741,1393197
187903,1,2,R,36120,R,671565,R,97,R,4169,R,353575,R,2,R,60,R,40291,R,1025297,R,1065588,R,959,R,4158,R,5117,1,R,49,R,1,1,R,5,R,1,R,0,R,3,R,1,R,0,R,377384,1,R,95754,R,77000,R,109000,R,0,R,186000,R,0,R,22652,R,22652,R,681790,586036
187912,1,2,R,48431,R,278875,R,100,R,3027,R,306507,R,7529,R,249338,R,58987,R,834820,R,893807,R,1561,R,56817,R,58378,1,R,229,R,40,1,R,6,R,3,R,1,R,2,R,0,R,1,R,298417,2,R,0,R,9212,R,45780,R,2058,R,57050,R,7138,R,19052,R,26190,R,381657,381657
187958,1,2,R,43200,R,917789,R,376,R,2520,R,43829,R,592,R,3,R,46312,R,961997,R,1008309,R,5303,R,15468,R,20771,1,R,0,R,13,1,R,6,R,1,R,3,R,0,R,2,R,0,R,187309,2,Z,0,R,5637,R,23875,R,7208,R,36720,R,100,R,38810,R,38910,R,262939,262939
187967,1,2,R,516629,R,657129,R,289,R,168405,R,9747,R,28384,R,65319,R,713418,R,732484,R,1445902,R,2738,R,89000,R,91738,1,R,492,R,691,1,R,22,R,3,R,1,R,3,R,15,R,1,R,339039,1,R,105551,R,10970,R,1313752,R,49489,R,1374211,R,0,R,95183,R,95183,R,1913984,1808433
187976,2,2,R,20596,R,832474,R,98,R,670,R,77574,R,18,R,1,R,21284,R,910147,R,931431,R,181,R,2159,R,2340,1,R,0,R,2,1,R,1.5,R,1,R,0.5,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
187985,1,2,R,4256346,R,1404673,R,688,R,291583,R,181256,R,76961,R,166253,R,4624890,R,1752870,R,6377760,R,117857,R,2889481,R,3007338,1,R,23624,R,12540,1,R,166.43,R,47.2,R,9,R,78.75,R,31.48,R,3,R,10558430,1,R,2117713,R,628941,R,7305619,R,261573,R,8196133,R,43664,R,2982179,R,3025843,R,23898119,21780406
187994,1,2,R,36567,R,0,R,85,R,4411,R,82878,R,83,R,11,R,41061,R,82974,R,124035,R,528,R,150,R,678,1,R,122,R,11,1,R,3,R,2,R,0,R,0.5,R,0.5,R,0,R,97315,1,R,27923,R,2288,R,45000,R,1000,R,48288,R,0,R,7225,R,7225,R,180751,152828
188003,1,2,R,17100,R,378054,R,30,R,868,R,82878,R,33,R,28,R,18001,R,460990,R,478991,R,523,R,6524,R,7047,1,R,22,R,7,1,R,7.3,R,1,R,1,R,3.8,R,1.5,R,1,R,343412,1,R,114967,R,3932,R,66252,R,0,R,70184,R,0,R,10638,R,10638,R,539201,424234
188021,2,2,R,28489,R,699016,R,58,R,671,R,38828,R,2078,R,4,R,31238,R,737906,R,769144,R,294,R,3130,R,3424,1,R,238,R,18,1,R,2,R,0,R,1,R,1,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
188030,1,2,R,899727,R,546595,R,230,R,87843,R,33,R,40393,R,15319,R,1027963,R,562177,R,1590140,R,14103,R,109597,R,123700,1,R,6222,R,7601,1,R,69.2,R,15,R,8,R,22.98,R,23.22,R,0,R,2806627,1,R,946342,R,1385162,R,1888027,R,17251,R,3290440,R,0,R,1292380,R,1292380,R,8335789,7389447
188049,1,2,R,64118,R,1400,R,356,R,1211,R,65220,R,64,Z,0,R,65393,R,66976,R,132369,R,3144,R,1,R,3145,1,R,253,R,30,1,R,5.5,R,2,R,1,R,0,R,2.5,R,1,R,178082,2,Z,0,R,2801,R,47758,R,8509,R,59068,R,0,R,8509,R,8509,R,245659,245659
188058,1,2,R,33701,R,288000,R,68,R,1900,R,0,R,13,R,78508,R,35614,R,366576,R,402190,R,107,R,6789,R,6896,1,R,26,R,48,1,R,4,R,2,R,1,R,0,R,1,R,0,R,154926,1,R,39929,R,29271,R,21418,R,0,R,50689,R,0,R,17121,R,17121,R,262665,222736
188100,1,2,R,81856,R,280349,R,95,R,8135,R,52834,R,200,R,42807,R,90191,R,376085,R,466276,R,7901,R,5977,R,13878,1,R,413,R,156,1,R,10.5,R,3,R,0,R,5,R,2.5,R,1,R,338976,1,R,134060,R,9527,R,216369,R,14202,R,240098,R,0,R,108294,R,108294,R,821428,687368
188137,1,2,R,43350,R,302925,R,85,R,6355,R,43590,R,112,R,211180,R,49817,R,557780,R,607597,R,3245,R,9441,R,12686,1,R,260,R,89,1,R,6.08,R,3.75,R,0,R,1.33,R,1,R,0,R,351000,1,R,96000,R,9150,R,83942,R,960,R,94052,R,0,R,21567,R,21567,R,562619,466619
188182,1,1,A,,R,3,R,18,A,,Z,0,A,,R,1,A,,R,22,R,22,A,,R,35000,R,35000,2,A,,A,,1,R,9,R,0,R,1,R,0,R,8,R,0,R,28000,1,R,3000,R,0,R,200000,R,0,R,200000,R,0,R,0,R,0,R,231000,228000
188207,1,2,R,8658,R,249723,R,5,R,174,R,82,R,79,R,0,R,8911,R,249810,R,258721,R,257,R,27097,R,27354,1,R,0,R,111,1,R,2,R,1,R,0,R,0,R,1,R,0,R,101187,1,R,20346,R,8967,R,2999,R,34540,R,46506,R,0,R,1690,R,1690,R,169729,149383
188216,1,2,R,18643,R,326413,R,38,R,1215,R,31647,R,284,R,27051,R,20142,R,385149,R,405291,R,119,R,19346,R,19465,2,A,,A,,1,R,1,R,0,R,1,R,0,R,0,R,0,R,60958,2,Z,0,R,3200,R,80100,R,1500,R,84800,R,0,R,0,R,0,R,145758,145758
188225,1,2,R,6069,R,249000,R,320,R,282,R,82780,R,3,R,0,R,6354,R,332100,R,338454,R,1107,R,5643,R,6750,1,R,1,R,80,1,R,4,R,1,R,2,R,0,R,1,R,0,R,156920,2,Z,0,R,5430,R,2351,R,17255,R,25036,R,0,R,16454,R,16454,R,198410,198410
188261,2,2,R,6167,R,60026,R,67,R,63,R,0,R,13,R,1000,R,6243,R,61093,R,67336,R,117,R,668,R,785,1,R,0,R,7,1,R,2,R,1,R,0,R,0,R,1,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
188304,1,2,R,164164,R,468785,R,98,R,16804,R,8015,R,121802,R,100451,R,302770,R,577349,R,880119,R,1868,R,4886,R,6754,1,R,196,R,413,1,R,20,R,4,R,2,R,0,R,14,R,0,R,286276,1,R,124357,R,52933,R,57743,R,137271,R,247947,R,0,R,107230,R,107230,R,765810,641453
188340,1,2,R,24180,R,675913,R,97,R,7165,R,157927,R,424,R,616961,R,31769,R,1450898,R,1482667,R,1181,R,16012,R,17193,1,R,627,R,0,1,R,5,R,1,R,0,R,4,R,0,R,0,R,192487,2,Z,0,R,10929,R,194821,R,9545,R,215295,R,2093,R,1285,R,3378,R,411160,411160
188429,1,2,R,312321,R,612012,R,183,R,2856,R,90074,R,2005,R,104756,R,317182,R,807025,R,1124207,R,3502,R,239012,R,242514,1,R,2166,R,1427,1,R,42.7,R,13,R,12,R,10.4,R,7.3,R,0,R,2696678,1,R,961149,R,35353,R,1926546,R,5774,R,1967673,R,2512,R,299222,R,301734,R,5927234,4966085
188438,1,2,R,40043,R,334190,R,135,R,1578,R,102718,R,31,R,105504,R,41652,R,542547,R,584199,R,1349,R,36593,R,37942,1,R,585,R,142,1,R,7.11,R,3.4,R,0,R,2.64,R,1.07,R,0,R,291582,2,Z,0,R,35315,R,61026,R,41215,R,137556,R,0,R,0,R,0,R,429138,429138
188517,2,1,A,,R,5110,R,54,A,,R,187,A,,R,65,A,,R,5416,R,5416,A,,R,194,R,194,2,A,,A,,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
188526,1,2,R,5175,R,10972,R,45,R,155,R,104,R,232,R,34451,R,5562,R,45572,R,51134,R,184,R,78589,R,78773,1,R,1676,R,1434,1,R,6.45,R,3,R,0,R,1.38,R,2.07,R,1,R,354121,2,Z,0,R,22138,R,422083,R,15771,R,459992,R,3574,R,45367,R,48941,R,863054,863054
188535,1,2,R,83825,R,5787,R,114,R,121895,R,623,R,9608,R,50411,R,215328,R,56935,R,272263,R,668,R,879,R,1547,1,R,274,R,406,1,R,12,R,6,R,3,R,0,R,3,R,0,R,494243,1,R,107033,R,24493,R,479842,R,236882,R,741217,R,1930,R,87598,R,89528,R,1432021,1324988
